typeName,time,materialtypeid,groupID,typeName,quantity
"Auto Targeting System II",51000,20418,333,"Datacore - Electronic Engineering",1
"Auto Targeting System II",51000,20424,333,"Datacore - Mechanical Engineering",1
"Capacitor Power Relay II",13800,20411,333,"Datacore - High Energy Physics",2
"Capacitor Power Relay II",13800,20414,333,"Datacore - Quantum Physics",2
"Power Diagnostic System II",13800,20411,333,"Datacore - High Energy Physics",2
"Power Diagnostic System II",13800,20414,333,"Datacore - Quantum Physics",2
"Small Proton Smartbomb II",13800,20411,333,"Datacore - High Energy Physics",1
"Small Proton Smartbomb II",13800,20423,333,"Datacore - Nuclear Physics",1
"Small Graviton Smartbomb II",13800,20411,333,"Datacore - High Energy Physics",1
"Small Graviton Smartbomb II",13800,20419,333,"Datacore - Graviton Physics",1
"Small Plasma Smartbomb II",13800,20411,333,"Datacore - High Energy Physics",1
"Small Plasma Smartbomb II",13800,20412,333,"Datacore - Plasma Physics",1
"Small EMP Smartbomb II",13800,20411,333,"Datacore - High Energy Physics",1
"Small EMP Smartbomb II",13800,20413,333,"Datacore - Laser Physics",1
"Ship Scanner II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"Ship Scanner II",30900,20418,333,"Datacore - Electronic Engineering",2
"Rapid Light Missile Launcher II",30900,20420,333,"Datacore - Rocket Science",2
"Rapid Light Missile Launcher II",30900,20424,333,"Datacore - Mechanical Engineering",2
"Sensor Booster II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"Sensor Booster II",30900,20418,333,"Datacore - Electronic Engineering",2
"ECCM Projector II",30900,20417,333,"Datacore - Electromagnetic Physics",1
"ECCM Projector II",30900,20418,333,"Datacore - Electronic Engineering",1
"Remote Sensor Booster II",30900,20417,333,"Datacore - Electromagnetic Physics",1
"Remote Sensor Booster II",30900,20418,333,"Datacore - Electronic Engineering",1
"Remote Sensor Dampener II",30900,20417,333,"Datacore - Electromagnetic Physics",1
"Remote Sensor Dampener II",30900,20418,333,"Datacore - Electronic Engineering",1
"Tracking Computer II",30900,20418,333,"Datacore - Electronic Engineering",2
"Tracking Computer II",30900,20424,333,"Datacore - Mechanical Engineering",2
"Signal Amplifier II",13800,20417,333,"Datacore - Electromagnetic Physics",2
"Signal Amplifier II",13800,20418,333,"Datacore - Electronic Engineering",2
"Tracking Enhancer II",13800,20418,333,"Datacore - Electronic Engineering",2
"Tracking Enhancer II",13800,20424,333,"Datacore - Mechanical Engineering",2
"Medium Capacitor Booster II",30900,20411,333,"Datacore - High Energy Physics",2
"Medium Capacitor Booster II",30900,20414,333,"Datacore - Quantum Physics",2
"Cap Recharger II",30900,20411,333,"Datacore - High Energy Physics",2
"Cap Recharger II",30900,20414,333,"Datacore - Quantum Physics",2
"Cargo Scanner II",30900,20417,333,"Datacore - Electromagnetic Physics",1
"Cargo Scanner II",30900,20418,333,"Datacore - Electronic Engineering",1
"Damage Control II",13800,20415,333,"Datacore - Molecular Engineering",2
"Damage Control II",13800,20416,333,"Datacore - Nanite Engineering",2
"Remote Tracking Computer II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"Remote Tracking Computer II",30900,20418,333,"Datacore - Electronic Engineering",2
"Tracking Disruptor II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"Tracking Disruptor II",30900,20418,333,"Datacore - Electronic Engineering",2
"ECM Burst II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECM Burst II",30900,20418,333,"Datacore - Electronic Engineering",2
"Infiltrator II",15900,20418,333,"Datacore - Electronic Engineering",2
"Infiltrator II",15900,20424,333,"Datacore - Mechanical Engineering",2
"Hammerhead II",15900,20418,333,"Datacore - Electronic Engineering",2
"Hammerhead II",15900,20424,333,"Datacore - Mechanical Engineering",2
"Praetor II",23700,20418,333,"Datacore - Electronic Engineering",3
"Praetor II",23700,20424,333,"Datacore - Mechanical Engineering",3
"Acolyte II",7800,20418,333,"Datacore - Electronic Engineering",1
"Acolyte II",7800,20424,333,"Datacore - Mechanical Engineering",1
"ECCM - Omni II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECCM - Omni II",30900,20418,333,"Datacore - Electronic Engineering",2
"ECCM - Gravimetric II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECCM - Gravimetric II",30900,20418,333,"Datacore - Electronic Engineering",2
"ECCM - Ladar II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECCM - Ladar II",30900,20418,333,"Datacore - Electronic Engineering",2
"ECCM - Magnetometric II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECCM - Magnetometric II",30900,20418,333,"Datacore - Electronic Engineering",2
"ECCM - Radar II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECCM - Radar II",30900,20418,333,"Datacore - Electronic Engineering",2
"Adaptive Invulnerability Field II",30900,20171,333,"Datacore - Hydromagnetic Physics",2
"Adaptive Invulnerability Field II",30900,20414,333,"Datacore - Quantum Physics",2
"Explosive Deflection Field II",30900,20171,333,"Datacore - Hydromagnetic Physics",2
"Explosive Deflection Field II",30900,20414,333,"Datacore - Quantum Physics",2
"Kinetic Deflection Field II",30900,20171,333,"Datacore - Hydromagnetic Physics",2
"Kinetic Deflection Field II",30900,20414,333,"Datacore - Quantum Physics",2
"EM Ward Field II",30900,20171,333,"Datacore - Hydromagnetic Physics",2
"EM Ward Field II",30900,20414,333,"Datacore - Quantum Physics",2
"Thermic Dissipation Field II",30900,20171,333,"Datacore - Hydromagnetic Physics",2
"Thermic Dissipation Field II",30900,20414,333,"Datacore - Quantum Physics",2
"Survey Scanner II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"Survey Scanner II",30900,20418,333,"Datacore - Electronic Engineering",2
"Passive Targeter II",30900,20417,333,"Datacore - Electromagnetic Physics",1
"Passive Targeter II",30900,20418,333,"Datacore - Electronic Engineering",1
"Small Hull Repairer II",13800,20415,333,"Datacore - Molecular Engineering",1
"Small Hull Repairer II",13800,20424,333,"Datacore - Mechanical Engineering",1
"Heat Sink II",13800,20418,333,"Datacore - Electronic Engineering",2
"Heat Sink II",13800,20424,333,"Datacore - Mechanical Engineering",2
"Light Missile Launcher II",13800,20420,333,"Datacore - Rocket Science",1
"Light Missile Launcher II",13800,20424,333,"Datacore - Mechanical Engineering",1
"Heavy Missile Launcher II",30900,20420,333,"Datacore - Rocket Science",2
"Heavy Missile Launcher II",30900,20424,333,"Datacore - Mechanical Engineering",2
"Torpedo Launcher II",51000,20420,333,"Datacore - Rocket Science",3
"Torpedo Launcher II",51000,20424,333,"Datacore - Mechanical Engineering",3
"Wasp II",23700,20418,333,"Datacore - Electronic Engineering",3
"Wasp II",23700,20424,333,"Datacore - Mechanical Engineering",3
"Ogre II",23700,20418,333,"Datacore - Electronic Engineering",3
"Ogre II",23700,20424,333,"Datacore - Mechanical Engineering",3
"Hobgoblin II",7800,20418,333,"Datacore - Electronic Engineering",1
"Hobgoblin II",7800,20424,333,"Datacore - Mechanical Engineering",1
"Hornet II",7800,20418,333,"Datacore - Electronic Engineering",1
"Hornet II",7800,20424,333,"Datacore - Mechanical Engineering",1
"Berserker II",23700,20418,333,"Datacore - Electronic Engineering",3
"Berserker II",23700,20424,333,"Datacore - Mechanical Engineering",3
"Warrior II",7800,20418,333,"Datacore - Electronic Engineering",1
"Warrior II",7800,20424,333,"Datacore - Mechanical Engineering",1
"Explosive Deflection Amplifier II",30900,20171,333,"Datacore - Hydromagnetic Physics",1
"Explosive Deflection Amplifier II",30900,20414,333,"Datacore - Quantum Physics",1
"Thermic Dissipation Amplifier II",30900,20171,333,"Datacore - Hydromagnetic Physics",1
"Thermic Dissipation Amplifier II",30900,20414,333,"Datacore - Quantum Physics",1
"Kinetic Deflection Amplifier II",30900,20171,333,"Datacore - Hydromagnetic Physics",1
"Kinetic Deflection Amplifier II",30900,20414,333,"Datacore - Quantum Physics",1
"EM Ward Amplifier II",30900,20171,333,"Datacore - Hydromagnetic Physics",1
"EM Ward Amplifier II",30900,20414,333,"Datacore - Quantum Physics",1
"ECM - Phase Inverter II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECM - Phase Inverter II",30900,20418,333,"Datacore - Electronic Engineering",2
"ECM - Ion Field Projector II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECM - Ion Field Projector II",30900,20418,333,"Datacore - Electronic Engineering",2
"ECM - Multispectral Jammer II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECM - Multispectral Jammer II",30900,20418,333,"Datacore - Electronic Engineering",2
"ECM - Spatial Destabilizer II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECM - Spatial Destabilizer II",30900,20418,333,"Datacore - Electronic Engineering",2
"ECM - White Noise Generator II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"ECM - White Noise Generator II",30900,20418,333,"Datacore - Electronic Engineering",2
"Gravimetric Backup Array II",13800,20417,333,"Datacore - Electromagnetic Physics",1
"Gravimetric Backup Array II",13800,20418,333,"Datacore - Electronic Engineering",1
"LADAR Backup Array II",13800,20417,333,"Datacore - Electromagnetic Physics",1
"LADAR Backup Array II",13800,20418,333,"Datacore - Electronic Engineering",1
"Magnetometric Backup Array II",13800,20417,333,"Datacore - Electromagnetic Physics",1
"Magnetometric Backup Array II",13800,20418,333,"Datacore - Electronic Engineering",1
"Multi Sensor Backup Array II",13800,20417,333,"Datacore - Electromagnetic Physics",1
"Multi Sensor Backup Array II",13800,20418,333,"Datacore - Electronic Engineering",1
"Nanofiber Internal Structure II",13800,20415,333,"Datacore - Molecular Engineering",1
"Nanofiber Internal Structure II",13800,20416,333,"Datacore - Nanite Engineering",1
"Mjolnir Fury Light Missile",22800,20418,333,"Datacore - Electronic Engineering",1
"Mjolnir Fury Light Missile",22800,20420,333,"Datacore - Rocket Science",1
"Inferno Fury Cruise Missile",68100,20418,333,"Datacore - Electronic Engineering",1
"Inferno Fury Cruise Missile",68100,20420,333,"Datacore - Rocket Science",1
"Scourge Fury Heavy Missile",45600,20418,333,"Datacore - Electronic Engineering",1
"Scourge Fury Heavy Missile",45600,20420,333,"Datacore - Rocket Science",1
"Inferno Precision Cruise Missile",68100,20418,333,"Datacore - Electronic Engineering",1
"Inferno Precision Cruise Missile",68100,20420,333,"Datacore - Rocket Science",1
"Inferno Precision Light Missile",22800,20418,333,"Datacore - Electronic Engineering",1
"Inferno Precision Light Missile",22800,20420,333,"Datacore - Rocket Science",1
"Nova Precision Heavy Missile",45600,20418,333,"Datacore - Electronic Engineering",1
"Nova Precision Heavy Missile",45600,20420,333,"Datacore - Rocket Science",1
"Scourge Rage Heavy Assault Missile",45600,20418,333,"Datacore - Electronic Engineering",1
"Scourge Rage Heavy Assault Missile",45600,20420,333,"Datacore - Rocket Science",1
"Nova Javelin Torpedo",68100,20418,333,"Datacore - Electronic Engineering",1
"Nova Javelin Torpedo",68100,20420,333,"Datacore - Rocket Science",1
"Inferno Rage Torpedo",68100,20418,333,"Datacore - Electronic Engineering",1
"Inferno Rage Torpedo",68100,20420,333,"Datacore - Rocket Science",1
"Mjolnir Rage Rocket",22800,20418,333,"Datacore - Electronic Engineering",1
"Mjolnir Rage Rocket",22800,20420,333,"Datacore - Rocket Science",1
"1200mm Artillery Cannon II",51000,20423,333,"Datacore - Nuclear Physics",3
"1200mm Artillery Cannon II",51000,20424,333,"Datacore - Mechanical Engineering",3
"125mm Gatling AutoCannon II",51000,20423,333,"Datacore - Nuclear Physics",1
"125mm Gatling AutoCannon II",51000,20424,333,"Datacore - Mechanical Engineering",1
"150mm Light AutoCannon II",13800,20423,333,"Datacore - Nuclear Physics",1
"150mm Light AutoCannon II",13800,20424,333,"Datacore - Mechanical Engineering",1
"200mm AutoCannon II",13800,20423,333,"Datacore - Nuclear Physics",1
"200mm AutoCannon II",13800,20424,333,"Datacore - Mechanical Engineering",1
"220mm Vulcan AutoCannon II",30900,20423,333,"Datacore - Nuclear Physics",2
"220mm Vulcan AutoCannon II",30900,20424,333,"Datacore - Mechanical Engineering",2
"250mm Light Artillery Cannon II",13800,20423,333,"Datacore - Nuclear Physics",1
"250mm Light Artillery Cannon II",13800,20424,333,"Datacore - Mechanical Engineering",1
"425mm AutoCannon II",30900,20423,333,"Datacore - Nuclear Physics",2
"425mm AutoCannon II",30900,20424,333,"Datacore - Mechanical Engineering",2
"650mm Artillery Cannon II",30900,20423,333,"Datacore - Nuclear Physics",2
"650mm Artillery Cannon II",30900,20424,333,"Datacore - Mechanical Engineering",2
"800mm Repeating Cannon II",51000,20423,333,"Datacore - Nuclear Physics",3
"800mm Repeating Cannon II",51000,20424,333,"Datacore - Mechanical Engineering",3
"Dual 180mm AutoCannon II",30900,20423,333,"Datacore - Nuclear Physics",2
"Dual 180mm AutoCannon II",30900,20424,333,"Datacore - Mechanical Engineering",2
"Dual 425mm AutoCannon II",51000,20423,333,"Datacore - Nuclear Physics",3
"Dual 425mm AutoCannon II",51000,20424,333,"Datacore - Mechanical Engineering",3
"Dual 650mm Repeating Cannon II",51000,20423,333,"Datacore - Nuclear Physics",3
"Dual 650mm Repeating Cannon II",51000,20424,333,"Datacore - Mechanical Engineering",3
"1400mm Howitzer Artillery II",51000,20423,333,"Datacore - Nuclear Physics",3
"1400mm Howitzer Artillery II",51000,20424,333,"Datacore - Mechanical Engineering",3
"720mm Howitzer Artillery II",30900,20423,333,"Datacore - Nuclear Physics",2
"720mm Howitzer Artillery II",30900,20424,333,"Datacore - Mechanical Engineering",2
"280mm Howitzer Artillery II",13800,20423,333,"Datacore - Nuclear Physics",1
"280mm Howitzer Artillery II",13800,20424,333,"Datacore - Mechanical Engineering",1
"Dual Heavy Beam Laser II",51000,20411,333,"Datacore - High Energy Physics",3
"Dual Heavy Beam Laser II",51000,20413,333,"Datacore - Laser Physics",3
"Dual Light Beam Laser II",13800,20411,333,"Datacore - High Energy Physics",1
"Dual Light Beam Laser II",13800,20413,333,"Datacore - Laser Physics",1
"Dual Light Pulse Laser II",13800,20411,333,"Datacore - High Energy Physics",1
"Dual Light Pulse Laser II",13800,20413,333,"Datacore - Laser Physics",1
"Focused Medium Beam Laser II",30900,20411,333,"Datacore - High Energy Physics",2
"Focused Medium Beam Laser II",30900,20413,333,"Datacore - Laser Physics",2
"Gatling Pulse Laser II",13800,20411,333,"Datacore - High Energy Physics",1
"Gatling Pulse Laser II",13800,20413,333,"Datacore - Laser Physics",1
"Heavy Beam Laser II",30900,20411,333,"Datacore - High Energy Physics",2
"Heavy Beam Laser II",30900,20413,333,"Datacore - Laser Physics",2
"Small Focused Beam Laser II",13800,20411,333,"Datacore - High Energy Physics",1
"Small Focused Beam Laser II",13800,20413,333,"Datacore - Laser Physics",1
"Small Focused Pulse Laser II",13800,20411,333,"Datacore - High Energy Physics",1
"Small Focused Pulse Laser II",13800,20413,333,"Datacore - Laser Physics",1
"Mega Beam Laser II",51000,20411,333,"Datacore - High Energy Physics",3
"Mega Beam Laser II",51000,20413,333,"Datacore - Laser Physics",3
"Mega Pulse Laser II",51000,20411,333,"Datacore - High Energy Physics",3
"Mega Pulse Laser II",51000,20413,333,"Datacore - Laser Physics",3
"Tachyon Beam Laser II",51000,20411,333,"Datacore - High Energy Physics",3
"Tachyon Beam Laser II",51000,20413,333,"Datacore - Laser Physics",3
"150mm Railgun II",13800,20417,333,"Datacore - Electromagnetic Physics",1
"150mm Railgun II",13800,20424,333,"Datacore - Mechanical Engineering",1
"250mm Railgun II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"250mm Railgun II",30900,20424,333,"Datacore - Mechanical Engineering",2
"425mm Railgun II",51000,20417,333,"Datacore - Electromagnetic Physics",3
"425mm Railgun II",51000,20424,333,"Datacore - Mechanical Engineering",3
"75mm Gatling Rail II",13800,20417,333,"Datacore - Electromagnetic Physics",1
"75mm Gatling Rail II",13800,20424,333,"Datacore - Mechanical Engineering",1
"Dual 150mm Railgun II",30900,20417,333,"Datacore - Electromagnetic Physics",2
"Dual 150mm Railgun II",30900,20424,333,"Datacore - Mechanical Engineering",2
"Dual 250mm Railgun II",51000,20417,333,"Datacore - Electromagnetic Physics",3
"Dual 250mm Railgun II",51000,20424,333,"Datacore - Mechanical Engineering",3
"Electron Blaster Cannon II",51000,20412,333,"Datacore - Plasma Physics",3
"Electron Blaster Cannon II",51000,20424,333,"Datacore - Mechanical Engineering",3
"Heavy Electron Blaster II",30900,20412,333,"Datacore - Plasma Physics",2
"Heavy Electron Blaster II",30900,20424,333,"Datacore - Mechanical Engineering",2
"Heavy Ion Blaster II",30900,20412,333,"Datacore - Plasma Physics",2
"Heavy Ion Blaster II",30900,20424,333,"Datacore - Mechanical Engineering",2
"Heavy Neutron Blaster II",30900,20412,333,"Datacore - Plasma Physics",2
"Heavy Neutron Blaster II",30900,20424,333,"Datacore - Mechanical Engineering",2
"Ion Blaster Cannon II",51000,20412,333,"Datacore - Plasma Physics",3
"Ion Blaster Cannon II",51000,20424,333,"Datacore - Mechanical Engineering",3
"Light Electron Blaster II",13800,20412,333,"Datacore - Plasma Physics",1
"Light Electron Blaster II",13800,20424,333,"Datacore - Mechanical Engineering",1
"Light Ion Blaster II",13800,20412,333,"Datacore - Plasma Physics",1
"Light Ion Blaster II",13800,20424,333,"Datacore - Mechanical Engineering",1
"Light Neutron Blaster II",13800,20412,333,"Datacore - Plasma Physics",1
"Light Neutron Blaster II",13800,20424,333,"Datacore - Mechanical Engineering",1
"Neutron Blaster Cannon II",51000,20412,333,"Datacore - Plasma Physics",3
"Neutron Blaster Cannon II",51000,20424,333,"Datacore - Mechanical Engineering",3
"Warp Disruptor II",30900,20418,333,"Datacore - Electronic Engineering",2
"Warp Disruptor II",30900,20419,333,"Datacore - Graviton Physics",2
"Quad Light Beam Laser II",30900,20411,333,"Datacore - High Energy Physics",2
"Quad Light Beam Laser II",30900,20413,333,"Datacore - Laser Physics",2
"Small Capacitor Battery II",13800,20411,333,"Datacore - High Energy Physics",1
"Small Capacitor Battery II",13800,20414,333,"Datacore - Quantum Physics",1
"Medium Capacitor Battery II",30900,20411,333,"Datacore - High Energy Physics",2
"Medium Capacitor Battery II",30900,20414,333,"Datacore - Quantum Physics",2
"Large Capacitor Battery II",30900,20411,333,"Datacore - High Energy Physics",3
"Large Capacitor Battery II",30900,20414,333,"Datacore - Quantum Physics",3
"Focused Medium Pulse Laser II",30900,20411,333,"Datacore - High Energy Physics",2
"Focused Medium Pulse Laser II",30900,20413,333,"Datacore - Laser Physics",2
"Heavy Pulse Laser II",30900,20411,333,"Datacore - High Energy Physics",2
"Heavy Pulse Laser II",30900,20413,333,"Datacore - Laser Physics",2
"Medium Armor Repairer II",30900,20416,333,"Datacore - Nanite Engineering",2
"Medium Armor Repairer II",30900,20424,333,"Datacore - Mechanical Engineering",2
"Large Armor Repairer II",51000,20416,333,"Datacore - Nanite Engineering",3
"Large Armor Repairer II",51000,20424,333,"Datacore - Mechanical Engineering",3
"Small Capacitor Booster II",13800,20411,333,"Datacore - High Energy Physics",1
"Small Capacitor Booster II",13800,20414,333,"Datacore - Quantum Physics",1
"Heavy Capacitor Booster II",51000,20411,333,"Datacore - High Energy Physics",3
"Heavy Capacitor Booster II",51000,20414,333,"Datacore - Quantum Physics",3
"Small Remote Shield Booster II",13800,20171,333,"Datacore - Hydromagnetic Physics",1
"Small Remote Shield Booster II",13800,20414,333,"Datacore - Quantum Physics",1
"Medium Remote Shield Booster II",30900,20171,333,"Datacore - Hydromagnetic Physics",2
"Medium Remote Shield Booster II",30900,20414,333,"Datacore - Quantum Physics",2
"Large Remote Shield Booster II",30900,20171,333,"Datacore - Hydromagnetic Physics",3
"Large Remote Shield Booster II",30900,20414,333,"Datacore - Quantum Physics",3
"Medium Hull Repairer II",30900,20415,333,"Datacore - Molecular Engineering",2
"Medium Hull Repairer II",30900,20424,333,"Datacore - Mechanical Engineering",2
"Large Hull Repairer II",30900,20415,333,"Datacore - Molecular Engineering",3
"Large Hull Repairer II",30900,20424,333,"Datacore - Mechanical Engineering",3
"Medium Shield Extender II",13800,20171,333,"Datacore - Hydromagnetic Physics",2
"Medium Shield Extender II",13800,20414,333,"Datacore - Quantum Physics",2
"Large Shield Extender II",30900,20171,333,"Datacore - Hydromagnetic Physics",3
"Large Shield Extender II",30900,20414,333,"Datacore - Quantum Physics",3
"Co-Processor II",13800,20417,333,"Datacore - Electromagnetic Physics",2
"Co-Processor II",13800,20418,333,"Datacore - Electronic Engineering",2
"Medium Proton Smartbomb II",30900,20411,333,"Datacore - High Energy Physics",2
"Medium Proton Smartbomb II",30900,20423,333,"Datacore - Nuclear Physics",2
"Medium Graviton Smartbomb II",30900,20411,333,"Datacore - High Energy Physics",2
"Medium Graviton Smartbomb II",30900,20419,333,"Datacore - Graviton Physics",2
"Medium Plasma Smartbomb II",30900,20411,333,"Datacore - High Energy Physics",2
"Medium Plasma Smartbomb II",30900,20412,333,"Datacore - Plasma Physics",2
"Medium EMP Smartbomb II",30900,20411,333,"Datacore - High Energy Physics",2
"Medium EMP Smartbomb II",30900,20413,333,"Datacore - Laser Physics",2
"Large Proton Smartbomb II",51000,20411,333,"Datacore - High Energy Physics",3
"Large Proton Smartbomb II",51000,20423,333,"Datacore - Nuclear Physics",3
"Large Graviton Smartbomb II",51000,20411,333,"Datacore - High Energy Physics",3
"Large Graviton Smartbomb II",51000,20419,333,"Datacore - Graviton Physics",3
"Large Remote Hull Repairer II",51000,20415,333,"Datacore - Molecular Engineering",3
"Large Remote Hull Repairer II",51000,20424,333,"Datacore - Mechanical Engineering",3
"Large Plasma Smartbomb II",51000,20411,333,"Datacore - High Energy Physics",3
"Large Plasma Smartbomb II",51000,20412,333,"Datacore - Plasma Physics",3
"Large EMP Smartbomb II",51000,20411,333,"Datacore - High Energy Physics",3
"Large EMP Smartbomb II",51000,20413,333,"Datacore - Laser Physics",3
"RADAR Backup Array II",13800,20417,333,"Datacore - Electromagnetic Physics",1
"RADAR Backup Array II",13800,20418,333,"Datacore - Electronic Engineering",1
"Dual Heavy Pulse Laser II",51000,20411,333,"Datacore - High Energy Physics",3
"Dual Heavy Pulse Laser II",51000,20413,333,"Datacore - Laser Physics",3
"Warp Disruption Field Generator II",68100,20418,333,"Datacore - Electronic Engineering",2
"Warp Disruption Field Generator II",68100,20419,333,"Datacore - Graviton Physics",2
"Small Tractor Beam II",13800,20411,333,"Datacore - High Energy Physics",1
"Small Tractor Beam II",13800,20413,333,"Datacore - Laser Physics",1
"Capital Tractor Beam II",681000,20411,333,"Datacore - High Energy Physics",6
"Capital Tractor Beam II",681000,20413,333,"Datacore - Laser Physics",6
"Micro Auxiliary Power Core II",13800,20411,333,"Datacore - High Energy Physics",1
"Micro Auxiliary Power Core II",13800,20414,333,"Datacore - Quantum Physics",1
"Bomb Launcher II",29400,20420,333,"Datacore - Rocket Science",1
"Bomb Launcher II",29400,20424,333,"Datacore - Mechanical Engineering",1
"Core Probe Launcher II",51000,20420,333,"Datacore - Rocket Science",1
"Core Probe Launcher II",51000,20424,333,"Datacore - Mechanical Engineering",1
"Expanded Probe Launcher II",55200,20420,333,"Datacore - Rocket Science",1
"Expanded Probe Launcher II",55200,20424,333,"Datacore - Mechanical Engineering",1
"Armored Warfare Link - Damage Control II",54300,20417,333,"Datacore - Electromagnetic Physics",2
"Armored Warfare Link - Damage Control II",54300,20418,333,"Datacore - Electronic Engineering",2
"Armored Warfare Link - Passive Defense II",68100,20417,333,"Datacore - Electromagnetic Physics",2
"Armored Warfare Link - Passive Defense II",68100,20418,333,"Datacore - Electronic Engineering",2
"Armored Warfare Link - Rapid Repair II",68100,20417,333,"Datacore - Electromagnetic Physics",2
"Armored Warfare Link - Rapid Repair II",68100,20418,333,"Datacore - Electronic Engineering",2
"Information Warfare Link - Electronic Superiority II",68100,20417,333,"Datacore - Electromagnetic Physics",2
"Information Warfare Link - Electronic Superiority II",68100,20418,333,"Datacore - Electronic Engineering",2
"Information Warfare Link - Recon Operation II",68100,20417,333,"Datacore - Electromagnetic Physics",2
"Information Warfare Link - Recon Operation II",68100,20418,333,"Datacore - Electronic Engineering",2
"Information Warfare Link - Sensor Integrity II",68100,20417,333,"Datacore - Electromagnetic Physics",2
